seg_file	seg_seq_name	sra_run	seg	genbank_acc	genbank_seg	genbank_name
SRR36211889_PB2_cns.fa	Consensus_SRR36211889_PB2_cns_threshold_0.5_quality_20	SRR36211889	PB2	PX806604.1	1	A/Turkey Vulture/UT/25-025984-001-original/2025
SRR36211891_HA_cns.fa	Consensus_SRR36211891_HA_cns_threshold_0.5_quality_20	SRR36211891	HA	PX811259.1	4	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211891_MP_cns.fa	Consensus_SRR36211891_MP_cns_threshold_0.5_quality_20	SRR36211891	MP	PX811262.1	7	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211891_NA_cns.fa	Consensus_SRR36211891_NA_cns_threshold_0.5_quality_20	SRR36211891	NA	PX811261.1	6	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211891_NP_cns.fa	Consensus_SRR36211891_NP_cns_threshold_0.5_quality_20	SRR36211891	NP	PX811260.1	5	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211891_NS_cns.fa	Consensus_SRR36211891_NS_cns_threshold_0.5_quality_20	SRR36211891	NS	PX811263.1	8	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211891_PA_cns.fa	Consensus_SRR36211891_PA_cns_threshold_0.5_quality_20	SRR36211891	PA	PX811258.1	3	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211891_PB1_cns.fa	Consensus_SRR36211891_PB1_cns_threshold_0.5_quality_20	SRR36211891	PB1	PX811257.1	2	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211891_PB2_cns.fa	Consensus_SRR36211891_PB2_cns_threshold_0.5_quality_20	SRR36211891	PB2	PX811256.1	1	A/Turkey Vulture/UT/25-025983-001-original/2025
SRR36211892_HA_cns.fa	Consensus_SRR36211892_HA_cns_threshold_0.5_quality_20	SRR36211892	HA	PX825102.1	4	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211892_MP_cns.fa	Consensus_SRR36211892_MP_cns_threshold_0.5_quality_20	SRR36211892	MP	PX825105.1	7	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211892_NA_cns.fa	Consensus_SRR36211892_NA_cns_threshold_0.5_quality_20	SRR36211892	NA	PX825104.1	6	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211892_NP_cns.fa	Consensus_SRR36211892_NP_cns_threshold_0.5_quality_20	SRR36211892	NP	PX825103.1	5	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211892_NS_cns.fa	Consensus_SRR36211892_NS_cns_threshold_0.5_quality_20	SRR36211892	NS	PX825106.1	8	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211892_PA_cns.fa	Consensus_SRR36211892_PA_cns_threshold_0.5_quality_20	SRR36211892	PA	PX825101.1	3	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211892_PB1_cns.fa	Consensus_SRR36211892_PB1_cns_threshold_0.5_quality_20	SRR36211892	PB1	PX825100.1	2	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211892_PB2_cns.fa	Consensus_SRR36211892_PB2_cns_threshold_0.5_quality_20	SRR36211892	PB2	PX825099.1	1	A/Mallard Duck/OH/25-025982-002-original/2025
SRR36211893_HA_cns.fa	Consensus_SRR36211893_HA_cns_threshold_0.5_quality_20	SRR36211893	HA	PX815465.1	4	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211893_MP_cns.fa	Consensus_SRR36211893_MP_cns_threshold_0.5_quality_20	SRR36211893	MP	PX815468.1	7	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211893_NA_cns.fa	Consensus_SRR36211893_NA_cns_threshold_0.5_quality_20	SRR36211893	NA	PX815467.1	6	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211893_NP_cns.fa	Consensus_SRR36211893_NP_cns_threshold_0.5_quality_20	SRR36211893	NP	PX815466.1	5	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211893_NS_cns.fa	Consensus_SRR36211893_NS_cns_threshold_0.5_quality_20	SRR36211893	NS	PX815469.1	8	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211893_PA_cns.fa	Consensus_SRR36211893_PA_cns_threshold_0.5_quality_20	SRR36211893	PA	PX815464.1	3	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211893_PB1_cns.fa	Consensus_SRR36211893_PB1_cns_threshold_0.5_quality_20	SRR36211893	PB1	PX815463.1	2	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211893_PB2_cns.fa	Consensus_SRR36211893_PB2_cns_threshold_0.5_quality_20	SRR36211893	PB2	PX815462.1	1	A/Canada Goose/OH/25-025982-001-original/2025
SRR36211895_HA_cns.fa	Consensus_SRR36211895_HA_cns_threshold_0.5_quality_20	SRR36211895	HA	PX813939.1	4	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211895_MP_cns.fa	Consensus_SRR36211895_MP_cns_threshold_0.5_quality_20	SRR36211895	MP	PX813942.1	7	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211895_NA_cns.fa	Consensus_SRR36211895_NA_cns_threshold_0.5_quality_20	SRR36211895	NA	PX813941.1	6	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211895_NP_cns.fa	Consensus_SRR36211895_NP_cns_threshold_0.5_quality_20	SRR36211895	NP	PX813940.1	5	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211895_NS_cns.fa	Consensus_SRR36211895_NS_cns_threshold_0.5_quality_20	SRR36211895	NS	PX813943.1	8	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211895_PA_cns.fa	Consensus_SRR36211895_PA_cns_threshold_0.5_quality_20	SRR36211895	PA	PX813938.1	3	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211895_PB1_cns.fa	Consensus_SRR36211895_PB1_cns_threshold_0.5_quality_20	SRR36211895	PB1	PX813937.1	2	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211895_PB2_cns.fa	Consensus_SRR36211895_PB2_cns_threshold_0.5_quality_20	SRR36211895	PB2	PX813936.1	1	A/blue-winged Teal/KS/25-025977-006-original/2025
SRR36211897_HA_cns.fa	Consensus_SRR36211897_HA_cns_threshold_0.5_quality_20	SRR36211897	HA	PX826054.1	4	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211897_MP_cns.fa	Consensus_SRR36211897_MP_cns_threshold_0.5_quality_20	SRR36211897	MP	PX826057.1	7	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211897_NA_cns.fa	Consensus_SRR36211897_NA_cns_threshold_0.5_quality_20	SRR36211897	NA	PX826056.1	6	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211897_NP_cns.fa	Consensus_SRR36211897_NP_cns_threshold_0.5_quality_20	SRR36211897	NP	PX826055.1	5	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211897_NS_cns.fa	Consensus_SRR36211897_NS_cns_threshold_0.5_quality_20	SRR36211897	NS	PX826058.1	8	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211897_PA_cns.fa	Consensus_SRR36211897_PA_cns_threshold_0.5_quality_20	SRR36211897	PA	PX826053.1	3	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211897_PB1_cns.fa	Consensus_SRR36211897_PB1_cns_threshold_0.5_quality_20	SRR36211897	PB1	PX826052.1	2	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211897_PB2_cns.fa	Consensus_SRR36211897_PB2_cns_threshold_0.5_quality_20	SRR36211897	PB2	PX826051.1	1	A/blue-winged Teal/KS/25-025976-001-original/2025
SRR36211898_HA_cns.fa	Consensus_SRR36211898_HA_cns_threshold_0.5_quality_20	SRR36211898	HA	PX817257.1	4	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211898_MP_cns.fa	Consensus_SRR36211898_MP_cns_threshold_0.5_quality_20	SRR36211898	MP	PX817260.1	7	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211898_NA_cns.fa	Consensus_SRR36211898_NA_cns_threshold_0.5_quality_20	SRR36211898	NA	PX817259.1	6	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211898_NP_cns.fa	Consensus_SRR36211898_NP_cns_threshold_0.5_quality_20	SRR36211898	NP	PX817258.1	5	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211898_NS_cns.fa	Consensus_SRR36211898_NS_cns_threshold_0.5_quality_20	SRR36211898	NS	PX817261.1	8	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211898_PA_cns.fa	Consensus_SRR36211898_PA_cns_threshold_0.5_quality_20	SRR36211898	PA	PX817256.1	3	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211898_PB1_cns.fa	Consensus_SRR36211898_PB1_cns_threshold_0.5_quality_20	SRR36211898	PB1	PX817255.1	2	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211898_PB2_cns.fa	Consensus_SRR36211898_PB2_cns_threshold_0.5_quality_20	SRR36211898	PB2	PX817254.1	1	A/blue-winged Teal/KS/25-025974-001-original/2025
SRR36211899_HA_cns.fa	Consensus_SRR36211899_HA_cns_threshold_0.5_quality_20	SRR36211899	HA	PX816241.1	4	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211899_MP_cns.fa	Consensus_SRR36211899_MP_cns_threshold_0.5_quality_20	SRR36211899	MP	PX816244.1	7	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211899_NA_cns.fa	Consensus_SRR36211899_NA_cns_threshold_0.5_quality_20	SRR36211899	NA	PX816243.1	6	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211899_NP_cns.fa	Consensus_SRR36211899_NP_cns_threshold_0.5_quality_20	SRR36211899	NP	PX816242.1	5	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211899_NS_cns.fa	Consensus_SRR36211899_NS_cns_threshold_0.5_quality_20	SRR36211899	NS	PX816245.1	8	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211899_PA_cns.fa	Consensus_SRR36211899_PA_cns_threshold_0.5_quality_20	SRR36211899	PA	PX816240.1	3	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211899_PB1_cns.fa	Consensus_SRR36211899_PB1_cns_threshold_0.5_quality_20	SRR36211899	PB1	PX816239.1	2	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211899_PB2_cns.fa	Consensus_SRR36211899_PB2_cns_threshold_0.5_quality_20	SRR36211899	PB2	PX816238.1	1	A/Mallard Duck/MI/25-025972-001-original/2025
SRR36211902_HA_cns.fa	Consensus_SRR36211902_HA_cns_threshold_0.5_quality_20	SRR36211902	HA	PX825942.1	4	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211902_MP_cns.fa	Consensus_SRR36211902_MP_cns_threshold_0.5_quality_20	SRR36211902	MP	PX825945.1	7	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211902_NA_cns.fa	Consensus_SRR36211902_NA_cns_threshold_0.5_quality_20	SRR36211902	NA	PX825944.1	6	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211902_NP_cns.fa	Consensus_SRR36211902_NP_cns_threshold_0.5_quality_20	SRR36211902	NP	PX825943.1	5	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211902_NS_cns.fa	Consensus_SRR36211902_NS_cns_threshold_0.5_quality_20	SRR36211902	NS	PX825946.1	8	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211902_PA_cns.fa	Consensus_SRR36211902_PA_cns_threshold_0.5_quality_20	SRR36211902	PA	PX825941.1	3	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211902_PB1_cns.fa	Consensus_SRR36211902_PB1_cns_threshold_0.5_quality_20	SRR36211902	PB1	PX825940.1	2	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211902_PB2_cns.fa	Consensus_SRR36211902_PB2_cns_threshold_0.5_quality_20	SRR36211902	PB2	PX825939.1	1	A/Wood Duck/MI/25-025970-032-original/2025
SRR36211905_HA_cns.fa	Consensus_SRR36211905_HA_cns_threshold_0.5_quality_20	SRR36211905	HA	PX812171.1	4	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211905_MP_cns.fa	Consensus_SRR36211905_MP_cns_threshold_0.5_quality_20	SRR36211905	MP	PX812174.1	7	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211905_NA_cns.fa	Consensus_SRR36211905_NA_cns_threshold_0.5_quality_20	SRR36211905	NA	PX812173.1	6	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211905_NP_cns.fa	Consensus_SRR36211905_NP_cns_threshold_0.5_quality_20	SRR36211905	NP	PX812172.1	5	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211905_NS_cns.fa	Consensus_SRR36211905_NS_cns_threshold_0.5_quality_20	SRR36211905	NS	PX812175.1	8	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211905_PA_cns.fa	Consensus_SRR36211905_PA_cns_threshold_0.5_quality_20	SRR36211905	PA	PX812170.1	3	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211905_PB1_cns.fa	Consensus_SRR36211905_PB1_cns_threshold_0.5_quality_20	SRR36211905	PB1	PX812169.1	2	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211905_PB2_cns.fa	Consensus_SRR36211905_PB2_cns_threshold_0.5_quality_20	SRR36211905	PB2	PX812168.1	1	A/Canada Goose/ND/25-025249-001-original/2025
SRR36211907_HA_cns.fa	Consensus_SRR36211907_HA_cns_threshold_0.5_quality_20	SRR36211907	HA	PX812235.1	4	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211907_MP_cns.fa	Consensus_SRR36211907_MP_cns_threshold_0.5_quality_20	SRR36211907	MP	PX812238.1	7	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211907_NA_cns.fa	Consensus_SRR36211907_NA_cns_threshold_0.5_quality_20	SRR36211907	NA	PX812237.1	6	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211907_NP_cns.fa	Consensus_SRR36211907_NP_cns_threshold_0.5_quality_20	SRR36211907	NP	PX812236.1	5	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211907_NS_cns.fa	Consensus_SRR36211907_NS_cns_threshold_0.5_quality_20	SRR36211907	NS	PX812239.1	8	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211907_PA_cns.fa	Consensus_SRR36211907_PA_cns_threshold_0.5_quality_20	SRR36211907	PA	PX812234.1	3	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211907_PB1_cns.fa	Consensus_SRR36211907_PB1_cns_threshold_0.5_quality_20	SRR36211907	PB1	PX812233.1	2	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211907_PB2_cns.fa	Consensus_SRR36211907_PB2_cns_threshold_0.5_quality_20	SRR36211907	PB2	PX812232.1	1	A/Canada Goose/UT/25-024323-001-original/2025
SRR36211910_HA_cns.fa	Consensus_SRR36211910_HA_cns_threshold_0.5_quality_20	SRR36211910	HA	PX823125.1	4	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211910_MP_cns.fa	Consensus_SRR36211910_MP_cns_threshold_0.5_quality_20	SRR36211910	MP	PX823128.1	7	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211910_NA_cns.fa	Consensus_SRR36211910_NA_cns_threshold_0.5_quality_20	SRR36211910	NA	PX823127.1	6	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211910_NP_cns.fa	Consensus_SRR36211910_NP_cns_threshold_0.5_quality_20	SRR36211910	NP	PX823126.1	5	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211910_NS_cns.fa	Consensus_SRR36211910_NS_cns_threshold_0.5_quality_20	SRR36211910	NS	PX823129.1	8	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211910_PA_cns.fa	Consensus_SRR36211910_PA_cns_threshold_0.5_quality_20	SRR36211910	PA	PX823124.1	3	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211910_PB1_cns.fa	Consensus_SRR36211910_PB1_cns_threshold_0.5_quality_20	SRR36211910	PB1	PX823123.1	2	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211910_PB2_cns.fa	Consensus_SRR36211910_PB2_cns_threshold_0.5_quality_20	SRR36211910	PB2	PX823122.1	1	A/blue-winged Teal/SD/25-025426-004-original/2025
SRR36211911_HA_cns.fa	Consensus_SRR36211911_HA_cns_threshold_0.5_quality_20	SRR36211911	HA	PX820172.1	4	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211911_MP_cns.fa	Consensus_SRR36211911_MP_cns_threshold_0.5_quality_20	SRR36211911	MP	PX820175.1	7	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211911_NA_cns.fa	Consensus_SRR36211911_NA_cns_threshold_0.5_quality_20	SRR36211911	NA	PX820174.1	6	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211911_NP_cns.fa	Consensus_SRR36211911_NP_cns_threshold_0.5_quality_20	SRR36211911	NP	PX820173.1	5	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211911_NS_cns.fa	Consensus_SRR36211911_NS_cns_threshold_0.5_quality_20	SRR36211911	NS	PX820176.1	8	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211911_PA_cns.fa	Consensus_SRR36211911_PA_cns_threshold_0.5_quality_20	SRR36211911	PA	PX820171.1	3	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211911_PB1_cns.fa	Consensus_SRR36211911_PB1_cns_threshold_0.5_quality_20	SRR36211911	PB1	PX820170.1	2	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211911_PB2_cns.fa	Consensus_SRR36211911_PB2_cns_threshold_0.5_quality_20	SRR36211911	PB2	PX820169.1	1	A/Wood Duck/NY/25-025602-019-original/2025
SRR36211916_HA_cns.fa	Consensus_SRR36211916_HA_cns_threshold_0.5_quality_20	SRR36211916	HA	PX820132.1	4	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211916_MP_cns.fa	Consensus_SRR36211916_MP_cns_threshold_0.5_quality_20	SRR36211916	MP	PX820135.1	7	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211916_NA_cns.fa	Consensus_SRR36211916_NA_cns_threshold_0.5_quality_20	SRR36211916	NA	PX820134.1	6	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211916_NP_cns.fa	Consensus_SRR36211916_NP_cns_threshold_0.5_quality_20	SRR36211916	NP	PX820133.1	5	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211916_NS_cns.fa	Consensus_SRR36211916_NS_cns_threshold_0.5_quality_20	SRR36211916	NS	PX820136.1	8	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211916_PA_cns.fa	Consensus_SRR36211916_PA_cns_threshold_0.5_quality_20	SRR36211916	PA	PX820131.1	3	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211916_PB1_cns.fa	Consensus_SRR36211916_PB1_cns_threshold_0.5_quality_20	SRR36211916	PB1	PX820130.1	2	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211916_PB2_cns.fa	Consensus_SRR36211916_PB2_cns_threshold_0.5_quality_20	SRR36211916	PB2	PX820129.1	1	A/Wood Duck/IA/25-025187-015-original/2025
SRR36211917_HA_cns.fa	Consensus_SRR36211917_HA_cns_threshold_0.5_quality_20	SRR36211917	HA	PX809952.1	4	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211917_MP_cns.fa	Consensus_SRR36211917_MP_cns_threshold_0.5_quality_20	SRR36211917	MP	PX809955.1	7	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211917_NA_cns.fa	Consensus_SRR36211917_NA_cns_threshold_0.5_quality_20	SRR36211917	NA	PX809954.1	6	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211917_NP_cns.fa	Consensus_SRR36211917_NP_cns_threshold_0.5_quality_20	SRR36211917	NP	PX809953.1	5	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211917_NS_cns.fa	Consensus_SRR36211917_NS_cns_threshold_0.5_quality_20	SRR36211917	NS	PX809956.1	8	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211917_PA_cns.fa	Consensus_SRR36211917_PA_cns_threshold_0.5_quality_20	SRR36211917	PA	PX809951.1	3	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211917_PB1_cns.fa	Consensus_SRR36211917_PB1_cns_threshold_0.5_quality_20	SRR36211917	PB1	PX809950.1	2	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211917_PB2_cns.fa	Consensus_SRR36211917_PB2_cns_threshold_0.5_quality_20	SRR36211917	PB2	PX809949.1	1	A/Wood Duck/IA/25-025187-014-original/2025
SRR36211918_HA_cns.fa	Consensus_SRR36211918_HA_cns_threshold_0.5_quality_20	SRR36211918	HA	PX813859.1	4	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211918_MP_cns.fa	Consensus_SRR36211918_MP_cns_threshold_0.5_quality_20	SRR36211918	MP	PX813862.1	7	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211918_NA_cns.fa	Consensus_SRR36211918_NA_cns_threshold_0.5_quality_20	SRR36211918	NA	PX813861.1	6	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211918_NP_cns.fa	Consensus_SRR36211918_NP_cns_threshold_0.5_quality_20	SRR36211918	NP	PX813860.1	5	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211918_NS_cns.fa	Consensus_SRR36211918_NS_cns_threshold_0.5_quality_20	SRR36211918	NS	PX813863.1	8	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211918_PA_cns.fa	Consensus_SRR36211918_PA_cns_threshold_0.5_quality_20	SRR36211918	PA	PX813858.1	3	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211918_PB1_cns.fa	Consensus_SRR36211918_PB1_cns_threshold_0.5_quality_20	SRR36211918	PB1	PX813857.1	2	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211918_PB2_cns.fa	Consensus_SRR36211918_PB2_cns_threshold_0.5_quality_20	SRR36211918	PB2	PX813856.1	1	A/Wood Duck/IA/25-025187-011-original/2025
SRR36211919_HA_cns.fa	Consensus_SRR36211919_HA_cns_threshold_0.5_quality_20	SRR36211919	HA	PX817185.1	4	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211919_MP_cns.fa	Consensus_SRR36211919_MP_cns_threshold_0.5_quality_20	SRR36211919	MP	PX817188.1	7	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211919_NA_cns.fa	Consensus_SRR36211919_NA_cns_threshold_0.5_quality_20	SRR36211919	NA	PX817187.1	6	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211919_NP_cns.fa	Consensus_SRR36211919_NP_cns_threshold_0.5_quality_20	SRR36211919	NP	PX817186.1	5	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211919_NS_cns.fa	Consensus_SRR36211919_NS_cns_threshold_0.5_quality_20	SRR36211919	NS	PX817189.1	8	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211919_PA_cns.fa	Consensus_SRR36211919_PA_cns_threshold_0.5_quality_20	SRR36211919	PA	PX817184.1	3	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211919_PB1_cns.fa	Consensus_SRR36211919_PB1_cns_threshold_0.5_quality_20	SRR36211919	PB1	PX817183.1	2	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211919_PB2_cns.fa	Consensus_SRR36211919_PB2_cns_threshold_0.5_quality_20	SRR36211919	PB2	PX817182.1	1	A/Wood Duck/IA/25-025187-009-original/2025
SRR36211922_HA_cns.fa	Consensus_SRR36211922_HA_cns_threshold_0.5_quality_20	SRR36211922	HA	PX809055.1	4	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211922_MP_cns.fa	Consensus_SRR36211922_MP_cns_threshold_0.5_quality_20	SRR36211922	MP	PX809058.1	7	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211922_NA_cns.fa	Consensus_SRR36211922_NA_cns_threshold_0.5_quality_20	SRR36211922	NA	PX809057.1	6	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211922_NP_cns.fa	Consensus_SRR36211922_NP_cns_threshold_0.5_quality_20	SRR36211922	NP	PX809056.1	5	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211922_NS_cns.fa	Consensus_SRR36211922_NS_cns_threshold_0.5_quality_20	SRR36211922	NS	PX809059.1	8	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211922_PA_cns.fa	Consensus_SRR36211922_PA_cns_threshold_0.5_quality_20	SRR36211922	PA	PX809054.1	3	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211922_PB1_cns.fa	Consensus_SRR36211922_PB1_cns_threshold_0.5_quality_20	SRR36211922	PB1	PX809053.1	2	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211922_PB2_cns.fa	Consensus_SRR36211922_PB2_cns_threshold_0.5_quality_20	SRR36211922	PB2	PX809052.1	1	A/Whooping Crane/WI/25-025495-001-original/2025
SRR36211924_HA_cns.fa	Consensus_SRR36211924_HA_cns_threshold_0.5_quality_20	SRR36211924	HA	PX816873.1	4	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211924_MP_cns.fa	Consensus_SRR36211924_MP_cns_threshold_0.5_quality_20	SRR36211924	MP	PX816876.1	7	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211924_NA_cns.fa	Consensus_SRR36211924_NA_cns_threshold_0.5_quality_20	SRR36211924	NA	PX816875.1	6	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211924_NP_cns.fa	Consensus_SRR36211924_NP_cns_threshold_0.5_quality_20	SRR36211924	NP	PX816874.1	5	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211924_NS_cns.fa	Consensus_SRR36211924_NS_cns_threshold_0.5_quality_20	SRR36211924	NS	PX816877.1	8	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211924_PA_cns.fa	Consensus_SRR36211924_PA_cns_threshold_0.5_quality_20	SRR36211924	PA	PX816872.1	3	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211924_PB1_cns.fa	Consensus_SRR36211924_PB1_cns_threshold_0.5_quality_20	SRR36211924	PB1	PX816871.1	2	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211924_PB2_cns.fa	Consensus_SRR36211924_PB2_cns_threshold_0.5_quality_20	SRR36211924	PB2	PX816870.1	1	A/Red-tailed Hawk/IA/25-025278-001-original/2025
SRR36211928_HA_cns.fa	Consensus_SRR36211928_HA_cns_threshold_0.5_quality_20	SRR36211928	HA	PX819412.1	4	A/Mallard Duck/NH/25-025612-014-original/2025
SRR36211928_MP_cns.fa	Consensus_SRR36211928_MP_cns_threshold_0.5_quality_20	SRR36211928	MP	PX819415.1	7	A/Mallard Duck/NH/25-025612-014-original/2025
SRR36211928_NA_cns.fa	Consensus_SRR36211928_NA_cns_threshold_0.5_quality_20	SRR36211928	NA	PX819414.1	6	A/Mallard Duck/NH/25-025612-014-original/2025
SRR36211928_NP_cns.fa	Consensus_SRR36211928_NP_cns_threshold_0.5_quality_20	SRR36211928	NP	PX819413.1	5	A/Mallard Duck/NH/25-025612-014-original/2025
SRR36211928_NS_cns.fa	Consensus_SRR36211928_NS_cns_threshold_0.5_quality_20	SRR36211928	NS	PX819416.1	8	A/Mallard Duck/NH/25-025612-014-original/2025
SRR36211928_PA_cns.fa	Consensus_SRR36211928_PA_cns_threshold_0.5_quality_20	SRR36211928	PA	PX819411.1	3	A/Mallard Duck/NH/25-025612-014-original/2025
SRR36211928_PB1_cns.fa	Consensus_SRR36211928_PB1_cns_threshold_0.5_quality_20	SRR36211928	PB1	PX819410.1	2	A/Mallard Duck/NH/25-025612-014-original/2025
